1574,0
42,1
1218,0
1306,0
676,1
1429,0
803,1
1793,0
1889,0
1173,0
718,1
509,1
620,1
686,1
2012,0
1170,0
541,1
446,1
1900,0
1904,0
453,1
1813,0
1228,0
1818,0
1510,0
1465,0
332,1
1623,0
1264,0
470,1
1693,0
1558,0
1342,0
1765,0
963,1
1197,0
393,1
1884,0
1159,0
1391,0
1794,0
1053,0
812,1
174,1
249,1
1356,0
399,1
35,1
1769,0
881,1
1991,0
838,1
759,1
298,1
476,1
822,1
1599,0
1980,0
1425,0
1892,0
2002,0
1499,0
577,1
1638,0
1771,0
1568,0
685,1
1364,0
1556,0
1916,0
280,1
703,1
708,1
679,1
1317,0
882,1
1906,0
1501,0
1861,0
1101,0
1588,0
1445,0
1533,0
701,1
407,1
1135,0
1964,0
1309,0
933,1
208,1
232,1
1291,0
773,1
1437,0
325,1
143,1
751,1
1821,0
617,1
1212,0
740,1
698,1
1121,0
1185,0
152,1
1352,0
383,1
1867,0
394,1
842,1
728,1
1457,0
279,1
618,1
554,1
1577,0
1251,0
971,1
59,1
1682,0
396,1
1274,0
1137,0
1279,0
175,1
543,1
1106,0
1671,0
258,1
895,1
1833,0
609,1
1728,0
616,1
1068,0
853,1
300,1
412,1
135,1
451,1
241,1
1550,0
1270,0
511,1
1878,0
1360,0
1555,0
745,1
790,1
408,1
666,1
1912,0
457,1
54,1
157,1
1972,0
606,1
1515,0
104,1
1881,0
1423,0
673,1
707,1
1506,0
369,1
106,1
18,1
334,1
86,1
1230,0
1537,0
413,1
210,1
691,1
918,1
624,1
588,1
655,1
1410,0
1016,1
1153,0
415,1
1675,0
84,1
515,1
1563,0
1751,0
1069,0
1656,0
1191,0
1136,0
1092,0
1099,0
1376,0
1089,0
274,1
416,1
1731,0
1521,0
1774,0
1754,0
1208,0
1677,0
1740,0
1819,0
545,1
1388,0
1871,0
2011,0
1213,0
1015,1
760,1
57,1
1622,0
1853,0
1489,0
163,1
489,1
248,1
1602,0
1202,0
339,1
1883,0
943,1
996,1
1702,0
95,1
471,1
1565,0
145,1
1669,0
930,1
79,1
889,1
353,1
671,1
445,1
1542,0
463,1
1443,0
717,1
436,1
306,1
834,1
765,1
795,1
1051,0
585,1
835,1
1828,0
1804,0
966,1
992,1
1607,0
1842,0
1894,0
1545,0
1531,0
358,1
420,1
87,1
539,1
590,1
702,1
1036,0
1532,0
257,1
557,1
1816,0
845,1
1809,0
1695,0
439,1
1959,0
857,1
1134,0
331,1
265,1
1698,0
1362,0
1446,0
182,1
1785,0
696,1
1726,0
427,1
310,1
794,1
1930,0
1448,0
1943,0
1152,0
1605,0
1589,0
108,1
852,1
582,1
1316,0
1042,0
329,1
56,1
1006,1
1587,0
1910,0
1733,0
154,1
456,1
1619,0
342,1
1626,0
70,1
1752,0
44,1
680,1
739,1
1854,0
584,1
1087,0
251,1
1395,0
381,1
1591,0
1254,0
1057,0
81,1
172,1
207,1
997,1
1781,0
1773,0
675,1
1482,0
750,1
1798,0
1061,0
1684,0
460,1
705,1
1507,0
1468,0
1312,0
198,1
344,1
1095,0
216,1
354,1
855,1
1416,0
777,1
189,1
43,1
429,1
398,1
1224,0
483,1
869,1
283,1
124,1
1820,0
1715,0
844,1
1538,0
481,1
1485,0
1,1
1866,0
892,1
1419,0
364,1
2,1
801,1
893,1
30,1
1075,0
1875,0
1227,0
1400,0
575,1
883,1
643,1
1097,0
185,1
697,1
520,1
800,1
1117,0
1012,1
900,1
1604,0
161,1
233,1
625,1
1390,0
255,1
591,1
53,1
1031,0
771,1
1422,0
1133,0
627,1
498,1
363,1
90,1
1688,0
402,1
1358,0
199,1
192,1
1377,0
1168,0
738,1
1704,0
559,1
1988,0
1956,0
1023,0
1776,0
550,1
1985,0
677,1
965,1
1050,0
1736,0
1019,1
1196,0
2001,0
1161,0
6,1
256,1
1467,0
1268,0
565,1
1327,0
1151,0
1741,0
540,1
836,1
1222,0
194,1
1192,0
1559,0
1810,0
741,1
1527,0
66,1
1318,0
1418,0
1292,0
989,1
766,1
40,1
2016,0
1948,0
271,1
1103,0
414,1
1925,0
1670,0
1311,0
547,1
373,1
92,1
1177,0
999,1
1247,0
1692,0
551,1
672,1
1650,0
1660,0
572,1
1094,0
903,1
1800,0
1285,0
619,1
594,1
1717,0
1277,0
403,1
1265,0
792,1
1214,0
98,1
330,1
1038,0
452,1
1766,0
1699,0
1500,0
1139,0
1000,1
602,1
1552,0
1273,0
1039,0
642,1
23,1
786,1
1837,0
34,1
426,1
969,1
205,1
1088,0
1131,0
1888,0
27,1
888,1
555,1
1217,0
1958,0
1990,0
1028,0
1487,0
336,1
1697,0
1685,0
753,1
225,1
1203,0
958,1
730,1
548,1
72,1
441,1
1369,0
424,1
361,1
1713,0
755,1
1027,0
1782,0
244,1
1600,0
109,1
1462,0
5,1
177,1
749,1
526,1
1294,0
1505,0
1394,0
58,1
1812,0
1830,0
1976,0
716,1
846,1
479,1
276,1
236,1
1026,0
984,1
237,1
450,1
1112,0
1608,0
828,1
1732,0
1654,0
1143,0
464,1
1044,0
649,1
873,1
1724,0
287,1
1065,0
1071,0
1590,0
733,1
150,1
278,1
1048,0
1899,0
653,1
1145,0
75,1
1955,0
821,1
484,1
324,1
428,1
1949,0
122,1
1655,0
1246,0
1003,1
854,1
1535,0
1653,0
386,1
1996,0
1372,0
785,1
433,1
756,1
245,1
991,1
138,1
82,1
170,1
1452,0
1846,0
1149,0
1618,0
1981,0
935,1
849,1
1314,0
1368,0
190,1
758,1
1142,0
1902,0
721,1
405,1
153,1
454,1
184,1
222,1
49,1
1658,0
1402,0
1198,0
747,1
960,1
60,1
281,1
1893,0
19,1
1195,0
1427,0
880,1
1323,0
335,1
501,1
1944,0
1508,0
392,1
878,1
1155,0
313,1
767,1
351,1
85,1
159,1
423,1
538,1
535,1
1879,0
570,1
1058,0
1661,0
1414,0
268,1
1310,0
894,1
819,1
292,1
37,1
1549,0
61,1
467,1
1453,0
1199,0
866,1
877,1
1439,0
1018,1
1379,0
915,1
270,1
1690,0
357,1
1770,0
715,1
1951,0
1603,0
1319,0
743,1
146,1
252,1
365,1
2015,0
1464,0
859,1
681,1
926,1
71,1
496,1
1995,0
1947,0
169,1
431,1
1129,0
1737,0
1216,0
1616,0
472,1
139,1
1643,0
890,1
8,1
517,1
76,1
1062,0
1297,0
191,1
1742,0
646,1
823,1
1259,0
349,1
488,1
1355,0
909,1
