hashtag, vader_min, vader_max, vader_sum,vader_avg,  afinn_min, afinn_max, afinn_sum, afinn_avg, ol_min, ol_max, ol_sum, ol_avg, ss_min, ss_max, ss_sum, ss_avg
enlightenment,,,,,,,,,0.7875,0.7875,2.3625,0.7875,1.0,1.0,3.0,1.0,0.7,0.7,2.0999999999999996,0.6999999999999998
toughasnails,0.3,0.3,0.8999999999999999,0.3,,,,,0.4375,0.4375,0.4375,0.4375,1.0,1.0,1.0,1.0,,,,
blurredlines,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
lovesong,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
creepybitch,0.3,0.3,0.3,0.3,,,,,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.15000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
thelowfrequencyinstereo,0.3,0.3,0.3,0.3,,,,,0.3625,0.3625,0.3625,0.3625,,,,,,,,
ratet,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
sampleandsource,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
kindamoodrightnow,0.7,0.7,0.7,0.7,,,,,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
bluntamanriddim,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
beautifultragedy,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
fuckingdubsteptime,0.4,0.4,0.8,0.4,,,,,,,,,,,,,,,,
feverray,0.3,0.3,0.3,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
awesomeband,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
grandblue,0.7,0.7,0.7,0.7,,,,,0.75,0.75,0.75,0.75,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
arcadefire,,,,,,,,,0.325,0.325,0.325,0.325,,,,,0.3,0.3,0.3,0.3
shark,0.3,0.3,0.6,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
blindpilot,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
crueltobekind,0.1,0.1,0.2,0.1,,,,,,,,,,,,,,,,
racism,0.3,0.3,0.8999999999999999,0.3,,,,,0.11249999999999999,0.11249999999999999,0.33749999999999997,0.11249999999999999,0.0,0.0,0.0,0.0,0.2,0.2,0.6000000000000001,0.20000000000000004
topsong,,,,,,,,,0.6,0.6,0.6,0.6,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
vinyllovers,0.9,0.9,0.9,0.9,,,,,0.85,0.85,0.85,0.85,1.0,1.0,1.0,1.0,,,,
trauma,0.1,0.1,0.2,0.1,,,,,0.275,0.275,0.55,0.275,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2
jealousy,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,,,,,,,,,,,,
merrychristmas,0.7,0.7,2.0999999999999996,0.6999999999999998,,,,,,,,,,,,,,,,
operarock,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
irememberwhentheywereheavy,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
thebestofcozypowell,0.6,0.7,2.7,0.675,,,,,0.175,0.9,1.7125,0.5708333333333333,1.0,1.0,2.0,1.0,0.8,0.8,0.8,0.8
properbands,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
damngoodsong,0.3,0.7,1.5999999999999999,0.39999999999999997,1.0,1.0,1.0,1.0,0.2875,0.7375,1.025,0.5125,0.0,1.0,1.0,0.5,0.1,0.8,0.9,0.45
grime,0.2,0.3,1.5,0.25,,,,,0.3125,0.3125,0.9375,0.3125,,,,,,,,
loveisyou,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
cloudspotting,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
favoritethings,0.7,0.7,2.0999999999999996,0.6999999999999998,,,,,,,,,,,,,,,,
nowthrowyourhandsintheair,0.3,0.3,0.3,0.3,,,,,0.175,0.775,0.95,0.475,0.0,0.0,0.0,0.0,,,,
greatdrumming,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
rocktime,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
fallinlove,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,0.0,1.0,1.0,0.5,0.8,0.8,0.8,0.8
sunking,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
undeadunplugged,0.2,0.2,0.2,0.2,,,,,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.08750000000000002,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
sofun,0.7,0.7,0.7,0.7,,,,,0.7875,0.7875,0.7875,0.7875,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
drop,0.3,0.3,0.8999999999999999,0.3,,,,,0.3625,0.3625,1.0875,0.3625,,,,,0.4,0.4,1.2000000000000002,0.4000000000000001
asianattack,0.2,0.2,0.2,0.2,,,,,0.2375,0.2375,0.2375,0.2375,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4
smoothwakeup,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
amarcord,0.3,0.3,0.3,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
bestoftoday,0.7,0.7,0.7,0.7,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
thatsthetrouble,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
lovereggae,0.8,0.9,2.6,0.8666666666666667,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
rumors,0.3,0.3,0.6,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
richardhawley,0.6,0.6,2.4,0.6,,,,,,,,,,,,,,,,
despicableme,0.1,0.1,0.2,0.1,,,,,,,,,,,,,,,,
evilurges,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.07500000000000001,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
addictedtothis,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
prisoners,0.3,0.3,0.6,0.3,,,,,0.21250000000000002,0.21250000000000002,0.42500000000000004,0.21250000000000002,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3
notbad,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
clueless,,,,,,,,,0.3125,0.3125,0.625,0.3125,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3
showdust,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
theweapon,0.3,0.3,0.3,0.3,,,,,0.35,0.35,0.35,0.35,,,,,,,,
countingblessings,0.7,0.7,0.7,0.7,,,,,0.725,0.725,0.725,0.725,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
twisted,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
wonderfullife,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
yeah,,,,,,,,,0.65,0.65,1.9500000000000002,0.65,,,,,0.6,0.6,1.7999999999999998,0.6
favoritos,0.7,0.7,2.0999999999999996,0.6999999999999998,,,,,0.7125,0.7125,0.7125,0.7125,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
excelentes,0.8,0.8,1.6,0.8,,,,,,,,,1.0,1.0,2.0,1.0,,,,
tooentertaining,,,,,,,,,0.6625,0.6625,0.6625,0.6625,1.0,1.0,1.0,1.0,,,,
thebest,0.7,0.7,0.7,0.7,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
sonirevision,,,,,,,,,0.625,0.625,0.625,0.625,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.6
comedy,0.6,0.6,1.7999999999999998,0.6,,,,,,,,,,,,,,,,
runningwild,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
smellslikeholidays,0.7,0.7,0.7,0.7,,,,,0.6875,0.7125,1.4,0.7,0.0,1.0,1.0,0.5,0.7,0.7,0.7,0.7
girlcrush,0.3,0.3,0.3,0.3,,,,,0.425,0.425,0.425,0.425,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4
crazysexycool,0.4,0.7,1.9000000000000001,0.47500000000000003,,,,,0.6625,0.6625,0.6625,0.6625,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6
loveyou,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
fantastics4,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
deepcut,,,,,,,,,0.3625,0.3625,0.3625,0.3625,,,,,0.4,0.4,0.4,0.4
gloomy,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,,,,,,,,,,,,
sobadthathesoundsgood,0.3,0.7,1.0,0.5,0.0,1.0,1.0,0.5,0.1875,0.7375,0.925,0.4625,0.0,1.0,1.0,0.5,0.2,0.8,1.0,0.5
slappelachmodus,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
relaxsong,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
summerfestivals,0.6,0.6,0.6,0.6,,,,,,,,,,,,,,,,
blondfire,,,,,,,,,0.325,0.325,0.325,0.325,,,,,0.3,0.3,0.3,0.3
regalos,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
sniperwells,0.6,0.7,1.2999999999999998,0.6499999999999999,,,,,0.6375,0.6375,0.6375,0.6375,1.0,1.0,1.0,1.0,,,,
weak,0.3,0.3,0.8999999999999999,0.3,,,,,0.2625,0.2625,0.7875000000000001,0.2625,0.0,0.0,0.0,0.0,0.3,0.3,0.8999999999999999,0.3
totolamomposina,,,,,,,,,0.175,0.175,0.175,0.175,,,,,,,,
alltimefavorites,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
foreign,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
modern,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,
psychrock,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
slutshamed,0.2,0.2,0.8,0.2,,,,,0.15000000000000002,0.2375,0.3875,0.19375,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.15
miseryescape,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,,,,,,,,,,,,
dreamdreamdream,,,,,,,,,0.625,0.625,1.875,0.625,,,,,0.6,0.6,1.7999999999999998,0.6
hopeforthehumanrace,0.8,0.8,0.8,0.8,,,,,0.7375,0.7375,0.7375,0.7375,,,,,0.7,0.7,0.7,0.7
awesomesauce,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
singitlikeyoumeanit,0.3,0.7,1.0,0.5,,,,,0.175,0.6875,0.8625,0.43125,0.0,1.0,1.0,0.5,0.7,0.7,0.7,0.7
reallifeisnocool,0.7,0.7,0.7,0.7,,,,,0.35,0.6625,1.0125,0.50625,1.0,1.0,1.0,1.0,0.4,0.6,1.0,0.5
rapgod,,,,,,,,,0.6375,0.6375,0.6375,0.6375,,,,,0.6,0.6,0.6,0.6
poor,0.3,0.3,0.6,0.3,0.0,0.0,0.0,0.0,0.2375,0.2375,0.475,0.2375,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3
playing,0.6,0.6,1.7999999999999998,0.6,,,,,0.675,0.675,2.0250000000000004,0.6750000000000002,,,,,,,,
boredum,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
somebodytolove,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
covertocover,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
walkingonfire,,,,,,,,,0.325,0.325,0.325,0.325,,,,,0.3,0.3,0.3,0.3
nevergetbored,0.3,0.3,0.3,0.3,,,,,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
shakinmysugarshaker,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
richiesambora,0.6,0.6,1.2,0.6,,,,,,,,,,,,,,,,
lovethisalbum,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
goodgoing,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.7375,0.7375,0.7375,0.7375,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
stormydaze,0.3,0.3,0.3,0.3,,,,,0.4125,0.4125,0.4125,0.4125,0.0,0.0,0.0,0.0,,,,
patriotism,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,
bigcountry,,,,,,,,,,,,,,,,,0.6,0.6,0.6,0.6
theysaidastormwascoming,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
darkprogressive,0.4,0.4,0.4,0.4,,,,,0.725,0.725,0.725,0.725,0.0,1.0,1.0,0.5,0.7,0.7,0.7,0.7
granderitaguerrero,0.7,0.7,1.4,0.7,,,,,,,,,,,,,,,,
sober,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
throwbackjam,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
hellodarknessmyoldfriend,0.4,0.7,1.1,0.55,,,,,0.775,0.775,0.775,0.775,0.0,0.0,0.0,0.0,,,,
haramsambutvalentine,0.7,0.7,0.7,0.7,,,,,0.675,0.675,0.675,0.675,,,,,0.7,0.7,0.7,0.7
downassbitcheslikeme,0.3,0.7,1.0,0.5,,,,,0.15000000000000002,0.6875,0.8375,0.41875,0.0,1.0,1.0,0.5,0.0,0.7,0.7,0.35
headphonegrooveatwork,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
panicofgirls,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.21250000000000002,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
foreverplaying,0.6,0.6,0.6,0.6,,,,,0.675,0.675,0.675,0.675,,,,,,,,
whowantstofight,0.2,0.2,0.2,0.2,,,,,0.3,0.5375,0.8374999999999999,0.41874999999999996,,,,,0.4,0.6,1.0,0.5
rockchick,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
insidethepleasuredome,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
domingodetalentonacional,0.7,0.7,0.7,0.7,,,,,0.725,0.725,0.725,0.725,1.0,1.0,1.0,1.0,,,,
pissqueen,0.2,0.2,0.4,0.2,,,,,,,,,,,,,,,,
wisertime,0.6,0.6,1.7999999999999998,0.6,,,,,0.65,0.65,0.65,0.65,,,,,,,,
bravo,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,
greatcovers,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
worktodo,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
burdeninmyhand,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
coldworld,0.3,0.3,0.8999999999999999,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
infowars,0.2,0.2,0.2,0.2,,,,,0.1375,0.1375,0.1375,0.1375,,,,,0.3,0.3,0.3,0.3
electrohipsterindie,,,,,,,,,0.1375,0.1375,0.1375,0.1375,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
bestmovieever,0.7,0.7,0.7,0.7,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
crazysinglemix,0.4,0.4,0.8,0.4,,,,,,,,,,,,,,,,
livelifehavefun,0.7,0.7,1.4,0.7,,,,,,,,,,,,,,,,
trash,0.3,0.3,0.8999999999999999,0.3,,,,,,,,,0.0,0.0,0.0,0.0,,,,
downcast,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,0.275,0.275,0.8250000000000001,0.275,0.0,0.0,0.0,0.0,0.3,0.3,0.8999999999999999,0.3
addicted2thehustlesept31st,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
prayforvenezuela,,,,,,,,,0.6625,0.6625,0.6625,0.6625,,,,,0.6,0.6,0.6,0.6
uttergenius,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
thankgodforhiphop,0.7,0.7,0.7,0.7,,,,,0.6375,0.6875,1.325,0.6625,1.0,1.0,1.0,1.0,0.6,0.7,1.2999999999999998,0.6499999999999999
payback,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
heusedtobethisgood,0.7,0.7,0.7,0.7,1.0,1.0,1.0,1.0,0.7375,0.7375,0.7375,0.7375,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
panic,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,0.21250000000000002,0.21250000000000002,0.6375000000000001,0.21250000000000002,0.0,0.0,0.0,0.0,0.2,0.2,0.6000000000000001,0.20000000000000004
menatwork,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
coolrock,0.7,0.7,1.4,0.7,,,,,0.6625,0.6625,0.6625,0.6625,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6
lovethistune,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
billytalent,0.7,0.7,0.7,0.7,,,,,0.725,0.725,0.725,0.725,1.0,1.0,1.0,1.0,,,,
justforfun,0.7,0.7,0.7,0.7,,,,,0.7875,0.7875,0.7875,0.7875,1.0,1.0,1.0,1.0,0.9,0.9,0.9,0.9
scumfrog,0.2,0.2,0.2,0.2,,,,,,,,,0.0,0.0,0.0,0.0,,,,
omg,0.7,0.7,1.4,0.7,,,,,,,,,,,,,,,,
noiserock,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
liars,0.2,0.2,0.4,0.2,,,,,0.21250000000000002,0.21250000000000002,0.42500000000000004,0.21250000000000002,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2
mediocre,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
energysongs,0.6,0.6,1.7999999999999998,0.6,,,,,,,,,,,,,,,,
fiestatejas,0.6,0.6,1.2,0.6,,,,,,,,,,,,,,,,
teardownidols,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
electroclash,0.3,0.3,0.3,0.3,,,,,,,,,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
underpressure,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
problemitaz,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
hopeless,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.3,0.3,0.6,0.3
welcometomylife,0.7,0.7,2.0999999999999996,0.6999999999999998,,,,,,,,,,,,,,,,
cuddlemeup,0.8,0.8,2.4000000000000004,0.8000000000000002,,,,,,,,,,,,,,,,
kingdiamond,,,,,,,,,0.675,0.675,0.675,0.675,,,,,0.6,0.6,0.6,0.6
fabuloustrobadors,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
yellowmotherfuckingclaw,0.2,0.2,0.2,0.2,,,,,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
chillsky,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
calmbeforethestorm,0.3,0.7,2.3999999999999995,0.5999999999999999,,,,,0.6625,0.6625,0.6625,0.6625,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
illuminati,,,,,,,,,,,,,1.0,1.0,2.0,1.0,,,,
feelingsomekindofway,0.7,0.7,0.7,0.7,,,,,0.8,0.8,0.8,0.8,,,,,0.7,0.7,0.7,0.7
dyingfetus,,,,,,,,,0.1375,0.1375,0.1375,0.1375,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
lovethebeegees,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
masvaletarde,0.3,0.3,0.3,0.3,,,,,0.1875,0.1875,0.1875,0.1875,,,,,0.3,0.3,0.3,0.3
victimoflove,0.2,0.8,1.4000000000000001,0.35000000000000003,,,,,0.3625,0.9,1.2625,0.63125,1.0,1.0,1.0,1.0,0.2,0.8,1.0,0.5
fucksistercristina,0.2,0.2,0.2,0.2,,,,,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1
greatrequests,0.8,0.8,2.4000000000000004,0.8000000000000002,1.0,1.0,1.0,1.0,0.8875,0.8875,0.8875,0.8875,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
dudando,,,,,,,,,0.375,0.375,0.375,0.375,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
bailelecompa,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
favoritesong,0.7,0.7,2.0999999999999996,0.6999999999999998,,,,,,,,,,,,,,,,
moonsorrow,0.2,0.2,0.2,0.2,,,,,0.2,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
stifflittlefingers,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
riseandgrind,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
enchanting,,,,,,,,,,,,,1.0,1.0,3.0,1.0,,,,
betterthanathousand,,,,,,,,,0.7375,0.7375,0.7375,0.7375,1.0,1.0,1.0,1.0,0.7,0.7,0.7,0.7
txarango,,,,,,,,,0.6875,0.6875,0.6875,0.6875,,,,,,,,
kickinitoldschool,0.3,0.3,0.8999999999999999,0.3,,,,,,,,,,,,,,,,
screwedandchopped,0.6,0.6,1.7999999999999998,0.6,,,,,0.45,0.45,0.45,0.45,,,,,,,,
sparklies,,,,,,,,,0.6125,0.6125,1.8375000000000001,0.6125,0.0,0.0,0.0,0.0,0.6,0.6,1.7999999999999998,0.6
stronger,0.6,0.6,1.7999999999999998,0.6,,,,,0.7,0.7,2.0999999999999996,0.6999999999999998,1.0,1.0,3.0,1.0,0.7,0.7,2.0999999999999996,0.6999999999999998
afternoondelight,0.8,0.8,0.8,0.8,,,,,0.8625,0.8625,0.8625,0.8625,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
ragey,0.1,0.1,0.2,0.1,,,,,,,,,,,,,,,,
poutiporri,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
gravenhurst,0.2,0.2,0.4,0.2,,,,,,,,,,,,,,,,
deathnrollbaby,0.2,0.2,0.4,0.2,,,,,,,,,,,,,,,,
lonelystar,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
superluna,0.8,0.8,0.8,0.8,1.0,1.0,1.0,1.0,0.8625,0.8625,0.8625,0.8625,1.0,1.0,1.0,1.0,0.8,0.8,0.8,0.8
kenrocks,0.7,0.7,0.7,0.7,,,,,,,,,,,,,,,,
sick,0.3,0.3,0.8999999999999999,0.3,,,,,0.21250000000000002,0.21250000000000002,0.6375000000000001,0.21250000000000002,0.0,0.0,0.0,0.0,0.3,0.3,0.8999999999999999,0.3
viernesmood,0.3,0.3,0.3,0.3,,,,,,,,,,,,,,,,
wp,,,,,,,,,0.625,0.625,1.25,0.625,,,,,,,,
sobbing,0.1,0.1,0.2,0.1,,,,,0.375,0.375,0.75,0.375,0.0,0.0,0.0,0.0,,,,
amazingmemories,0.8,0.8,1.6,0.8,,,,,,,,,,,,,,,,
toptalent,0.7,0.7,0.7,0.7,,,,,0.6,0.725,1.325,0.6625,1.0,1.0,2.0,1.0,0.7,0.7,0.7,0.7
flairs,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
desertislandalbum,0.4,0.4,0.4,0.4,,,,,,,,,0.0,0.0,0.0,0.0,,,,
lowlife,0.3,0.3,0.8999999999999999,0.3,,,,,,,,,,,,,,,,
goldenera,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,
musicbreak,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,
hashtagfame,,,,,,,,,0.7375,0.7375,0.7375,0.7375,1.0,1.0,1.0,1.0,0.6,0.6,0.6,0.6
angelhaze,,,,,,,,,,,,,0.0,1.0,1.0,0.5,,,,
adorn,0.6,0.9,3.0,0.75,,,,,0.6125,0.6125,1.225,0.6125,,,,,,,,
badreligion,0.3,0.3,0.3,0.3,0.0,0.0,0.0,0.0,0.1875,0.1875,0.1875,0.1875,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2
keepbleedinglove,0.8,0.8,0.8,0.8,,,,,0.9,0.9,0.9,0.9,0.0,1.0,1.0,0.5,0.8,0.8,0.8,0.8
lonecesitaba,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
twinspirits,,,,,,,,,0.5875,0.5875,0.5875,0.5875,,,,,0.6,0.6,0.6,0.6
torneremo,,,,,,,,,0.375,0.375,0.375,0.375,,,,,0.3,0.3,0.3,0.3
melodeath,0.2,0.2,0.2,0.2,,,,,0.1375,0.1375,0.1375,0.1375,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3
grrrrrr,0.2,0.2,0.4,0.2,,,,,,,,,,,,,,,,
addictedtothissong,0.3,0.3,0.6,0.3,,,,,,,,,,,,,,,,
uglyduckling,0.2,0.2,0.6000000000000001,0.20000000000000004,,,,,,,,,,,,,,,,
